NAME                          INSTALLED                     FIXED-IN                   TYPE    VULNERABILITY        SEVERITY   
apt                           1.8.2.2                                                  deb     CVE-2011-3374        Negligible  
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-29599       High        
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20176       Medium      
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20241       Medium      
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20243       Medium      
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20244       Medium      
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20245       Medium      
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20246       Medium      
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20309       High        
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20312       High        
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20313       High        
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-3596        Medium      
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-39212       Low         
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-1114        High        
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-1115        Medium      
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-28463       High        
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-32545       High        
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-32546       High        
libmagickcore-6.q16-6-extra   8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-32547       High        
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2005-0406        Negligible  
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2008-3134        Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2016-8678        Negligible  
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2017-11754       Negligible  
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2017-11755       Negligible  
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2017-7275        Negligible  
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2018-15607       Negligible  
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2019-13310       Negligible  
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2019-16709       Negligible  
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2020-27753       Negligible  
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2020-27755       Negligible  
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2021-20224       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2021-20311       Negligible  
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2021-3574        Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2022-3213        Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-19667       High        
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25664       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25665       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25666       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25674       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25675       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25676       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27560       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27750       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27751       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27752       High        
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27754       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27756       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27757       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27758       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27759       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27760       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27761       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27762       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27763       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27764       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27765       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27766       High        
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27767       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27768       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27769       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27770       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27771       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27772       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27773       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27774       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27775       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27776       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-29599       High        
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20176       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20241       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20243       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20244       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20245       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20246       Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20309       High        
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20312       High        
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20313       High        
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-3596        Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-39212       Low         
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-1114        High        
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-1115        Medium      
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-28463       High        
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-32545       High        
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-32546       High        
libmagickcore-6.q16-dev       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-32547       High        
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2005-0406        Negligible  
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2008-3134        Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2016-8678        Negligible  
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2017-11754       Negligible  
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2017-11755       Negligible  
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2017-7275        Negligible  
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2018-15607       Negligible  
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2019-13310       Negligible  
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2019-16709       Negligible  
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2020-27753       Negligible  
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2020-27755       Negligible  
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2021-20224       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2021-20311       Negligible  
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2021-3574        Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2022-3213        Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-19667       High        
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25664       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25665       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25666       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25674       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25675       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25676       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27560       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27750       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27751       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27752       High        
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27754       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27756       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27757       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27758       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27759       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27760       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27761       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27762       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27763       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27764       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27765       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27766       High        
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27767       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27768       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27769       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27770       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27771       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27772       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27773       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27774       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27775       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27776       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-29599       High        
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20176       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20241       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20243       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20244       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20245       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20246       Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20309       High        
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20312       High        
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20313       High        
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-3596        Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-39212       Low         
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-1114        High        
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-1115        Medium      
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-28463       High        
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-32545       High        
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-32546       High        
libmagickcore-dev             8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-32547       High        
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2005-0406        Negligible  
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2008-3134        Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2016-8678        Negligible  
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2017-11754       Negligible  
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2017-11755       Negligible  
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2017-7275        Negligible  
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2018-15607       Negligible  
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2019-13310       Negligible  
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2019-16709       Negligible  
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2020-27753       Negligible  
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2020-27755       Negligible  
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2021-20224       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2021-20311       Negligible  
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2021-3574        Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2022-3213        Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-19667       High        
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25664       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25665       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25666       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25674       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25675       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-25676       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27560       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27750       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27751       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27752       High        
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27754       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27756       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27757       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27758       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27759       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27760       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27761       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27762       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27763       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27764       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27765       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27766       High        
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27767       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27768       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27769       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27770       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27771       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27772       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27773       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27774       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27775       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-27776       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2020-29599       High        
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20176       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20241       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20243       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20244       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20245       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20246       Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20309       High        
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20312       High        
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-20313       High        
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-3596        Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2021-39212       Low         
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-1114        High        
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-1115        Medium      
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-28463       High        
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-32545       High        
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-32546       High        
libmagickwand-6-headers       8:6.9.10.23+dfsg-2.1+deb10u1  (won't fix)                deb     CVE-2022-32547       High        
libmagickwand-6.q16-6         8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2005-0406        Negligible  
libmagickwand-6.q16-6         8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2008-3134        Medium      
libmagickwand-6.q16-6         8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2016-8678        Negligible  
libmagickwand-6.q16-6         8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2017-11754       Negligible  
libmagickwand-6.q16-6         8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2017-11755       Negligible  
libmagickwand-6.q16-6         8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2017-7275        Negligible  
libmagickwand-6.q16-6         8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2018-15607       Negligible  
libmagickwand-6.q16-6         8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2019-13310       Negligible  
libmagickwand-6.q16-6         8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2019-16709       Negligible  
libmagickwand-6.q16-6         8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2020-27753       Negligible  
libmagickwand-6.q16-6         8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2020-27755       Negligible  
libmagickwand-6.q16-6         8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2021-20224       Medium      
libmagickwand-6.q16-6         8:6.9.10.23+dfsg-2.1+deb10u1                             deb     CVE-2021-20311       Negligible  
